plotnumber,physiog_agg,analysis_name,analysis_name_w_layer,cover_percent,nlog_cover_percent
1299,Forbs and Graminoids,Orthilia_secunda,Orthilia_secunda,0.5,0.5
1299,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
1299,Mosses and Lichens,Parmeliopsis,Parmeliopsis,0.5,0.5
1299,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,0.5,0.5
1299,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,1,1
1299,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,10,2.3
1299,Mosses and Lichens,Pleurozium,Pleurozium,1.5,0.41
1299,Mosses and Lichens,Polytrichum,Polytrichum,0.5,0.5
1299,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,88.75,4.49
1299,Seedling_Shrub,Populus_tremuloides,Populus_tremuloides#seed_shrb,1,0.1
1299,Mosses and Lichens,Ptilidium,Ptilidium,0.5,0.5
1299,Mosses and Lichens,Ptilium,Ptilium,0.5,0.5
1299,Mosses and Lichens,Pylaisiella,Pylaisiella,0.5,0.5
1299,Mosses and Lichens,Sanionia,Sanionia,0.5,0.5
1299,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1299,Mosses and Lichens,Usnea,Usnea,2,0.69
1299,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,0.25,0.25
1299,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,23.75,3.17
1299,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
1301,Mosses and Lichens,Amandinea,Amandinea,0.5,0.5
1301,Seedling_Shrub,Arctostaphylos_uva-ursi,Arctostaphylos_uva-ursi#seed_shrb,1.75,0.56
1301,Mosses and Lichens,Bryoria,Bryoria,1,0.1
1301,Mosses and Lichens,Cetraria,Cetraria,0.5,0.5
1301,Mosses and Lichens,Cladina,Cladina,38,3.64
1301,Mosses and Lichens,Cladonia,Cladonia,3.5,1.25
1301,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1301,Mosses and Lichens,Flavocetraria,Flavocetraria,0.5,0.5
1301,Mosses and Lichens,Hypogymnia,Hypogymnia,0.25,0.25
1301,Mosses and Lichens,Imshaugia,Imshaugia,0.5,0.5
1301,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
1301,Mosses and Lichens,Parmeliopsis,Parmeliopsis,0.5,0.5
1301,Mosses and Lichens,Peltigera,Peltigera,2,0.69
1301,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,0.5,0.5
1301,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,10,2.3
1301,Seedling_Shrub,Pinus_banksiana,Pinus_banksiana#seed_shrb,0.5,0.5
1301,Mosses and Lichens,Pohlia,Pohlia,0.5,0.5
1301,Mosses and Lichens,Polytrichum,Polytrichum,0.5,0.5
1301,Mosses and Lichens,Stereocaulon,Stereocaulon,1,0.1
1301,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1301,Mosses and Lichens,Usnea,Usnea,0.5,0.5
1301,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,1.75,0.56
1301,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,0.5,0.5
1301,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
1303,Mosses and Lichens,Arctocetraria,Arctocetraria,0.5,0.5
1303,Mosses and Lichens,Bryoria,Bryoria,1,0.1
1303,Mosses and Lichens,Cladina,Cladina,12.75,2.55
1303,Mosses and Lichens,Cladonia,Cladonia,2.5,0.92
1303,Mosses and Lichens,Dicranum,Dicranum,2.75,1.01
1303,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1303,Mosses and Lichens,Hylocomium,Hylocomium,0.25,0.25
1303,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
1303,Mosses and Lichens,Lecanora,Lecanora,0.5,0.5
1303,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
1303,Mosses and Lichens,Parmeliopsis,Parmeliopsis,1,0.1
1303,Mosses and Lichens,Peltigera,Peltigera,2,0.69
1303,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,20,3
1303,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,20,3
1303,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,3.49,1.25
1303,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,0.01,0.01
1303,Mosses and Lichens,Pleurozium,Pleurozium,62.5,4.14
1303,Mosses and Lichens,Ptilidium,Ptilidium,0.5,0.5
1303,Mosses and Lichens,Ptilium,Ptilium,0.5,0.5
1303,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,5.25,1.66
1303,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1303,Mosses and Lichens,Usnea,Usnea,1,0.1
1303,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,1.75,0.56
1303,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,3,1.1
1303,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
1304,Seedling_Shrub,Alnus_viridis,Alnus_viridis#seed_shrb,0.25,0.25
1304,Mosses and Lichens,Arctoparmelia,Arctoparmelia,0.5,0.5
1304,Mosses and Lichens,Aulacomnium,Aulacomnium,0.5,0.5
1304,Seedling_Shrub,Betula_papyrifera,Betula_papyrifera#seed_shrb,0.25,0.25
1304,Mosses and Lichens,Bryoria,Bryoria,1.5,0.41
1304,Mosses and Lichens,Cladina,Cladina,0.25,0.25
1304,Mosses and Lichens,Cladonia,Cladonia,2.5,0.92
1304,Mosses and Lichens,Dicranum,Dicranum,2.25,0.81
1304,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1304,Mosses and Lichens,Flavocetraria,Flavocetraria,0.25,0.25
1304,Mosses and Lichens,Hedwigia,Hedwigia,0.5,0.5
1304,Mosses and Lichens,Hylocomium,Hylocomium,1.5,0.41
1304,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
1304,Mosses and Lichens,Lecanora,Lecanora,1,0.1
1304,Mosses and Lichens,Melanelia,Melanelia,0.5,0.5
1304,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
1304,Mosses and Lichens,Parmeliopsis,Parmeliopsis,0.5,0.5
1304,Mosses and Lichens,Peltigera,Peltigera,44.5,3.8
1304,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,0.25,0.25
1304,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,37.5,3.62
1304,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,0.75,0.75
1304,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,20,3
1304,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,20,3
1304,Mosses and Lichens,Pleurozium,Pleurozium,3,1.1
1304,Mosses and Lichens,Polytrichum,Polytrichum,0.5,0.5
1304,Mosses and Lichens,Ptilidium,Ptilidium,1,0.1
1304,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,0.25,0.25
1304,Forbs and Graminoids,Spinulum_annotinum,Spinulum_annotinum,0.25,0.25
1304,Mosses and Lichens,Stereocaulon,Stereocaulon,0.5,0.5
1304,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1304,Mosses and Lichens,Usnea,Usnea,1.5,0.41
1304,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,0.25,0.25
1304,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,0.5,0.5
1304,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
1305,Mosses and Lichens,Bryoria,Bryoria,0.5,0.5
1305,Forbs and Graminoids,Chamaenerion_angustifolium,Chamaenerion_angustifolium,3,1.1
1305,Mosses and Lichens,Cladonia,Cladonia,1.5,0.41
1305,Forbs and Graminoids,Cornus_canadensis,Cornus_canadensis,1.75,0.56
1305,Forbs and Graminoids,Equisetum_arvense,Equisetum_arvense,0.5,0.5
1305,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1305,Forbs and Graminoids,Goodyera_repens,Goodyera_repens,0.25,0.25
1305,Mosses and Lichens,Hylocomium,Hylocomium,6.5,1.87
1305,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
1305,Forbs and Graminoids,Linnaea_borealis,Linnaea_borealis,0.25,0.25
1305,Forbs and Graminoids,Lysimachia_borealis,Lysimachia_borealis,0.25,0.25
1305,Forbs and Graminoids,Maianthemum_canadense,Maianthemum_canadense,0.25,0.25
1305,Mosses and Lichens,Parmeliopsis,Parmeliopsis,1,0.1
1305,Forbs and Graminoids,Petasites_frigidus,Petasites_frigidus,0.5,0.5
1305,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,20,3
1305,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,3,1.1
1305,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,0.25,0.25
1305,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,20,3
1305,Mosses and Lichens,Pleurozium,Pleurozium,50,3.91
1305,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,3,1.1
1305,Seedling_Shrub,Populus_tremuloides,Populus_tremuloides#seed_shrb,1.75,0.56
1305,Mosses and Lichens,Ptilidium,Ptilidium,0.5,0.5
1305,Mosses and Lichens,Ptilium,Ptilium,10,2.3
1305,Seedling_Shrub,Rosa_acicularis,Rosa_acicularis#seed_shrb,0.5,0.5
1305,Mosses and Lichens,Sphagnum,Sphagnum,0.25,0.25
1305,Mosses and Lichens,Usnea,Usnea,0.5,0.5
1305,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,0.5,0.5
1305,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,1.5,0.41
1305,Seedling_Shrub,Viburnum_edule,Viburnum_edule#seed_shrb,0.5,0.5
1307,Seedling_Shrub,Alnus_viridis,Alnus_viridis#seed_shrb,0.5,0.5
1307,Mosses and Lichens,Bryoria,Bryoria,0.5,0.5
1307,Mosses and Lichens,Cladina,Cladina,0.5,0.5
1307,Mosses and Lichens,Cladonia,Cladonia,0.5,0.5
1307,Mosses and Lichens,Dicranum,Dicranum,0.75,0.75
1307,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1307,Mosses and Lichens,Hylocomium,Hylocomium,1,0.1
1307,Mosses and Lichens,Parmeliopsis,Parmeliopsis,0.5,0.5
1307,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,43.75,3.78
1307,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,3,1.1
1307,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,6.73,1.91
1307,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,3,1.1
1307,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,37.5,3.62
1307,Mosses and Lichens,Pleurozium,Pleurozium,62.5,4.14
1307,Mosses and Lichens,Pohlia,Pohlia,0.5,0.5
1307,Mosses and Lichens,Polytrichum,Polytrichum,0.25,0.25
1307,Mosses and Lichens,Ptilidium,Ptilidium,0.5,0.5
1307,Mosses and Lichens,Ptilium,Ptilium,0.5,0.5
1307,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,10,2.3
1307,Mosses and Lichens,Sphagnum,Sphagnum,1,0.1
1307,Forbs and Graminoids,Spinulum_annotinum,Spinulum_annotinum,10,2.3
1307,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1307,Mosses and Lichens,Usnea,Usnea,0.5,0.5
1307,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,0.5,0.5
1307,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,1.75,0.56
1308,Seedling_Shrub,Alnus_viridis,Alnus_viridis#seed_shrb,27.56,3.32
1308,Mosses and Lichens,Amblystegium,Amblystegium,0.5,0.5
1308,Forbs and Graminoids,Aralia_nudicaulis,Aralia_nudicaulis,5,1.61
1308,Sapling_Shrub,Betula_papyrifera,Betula_papyrifera#sapl_shrb,10,2.3
1308,Seedling_Shrub,Betula_papyrifera,Betula_papyrifera#seed_shrb,1.5,0.41
1308,Mosses and Lichens,Brachythecium,Brachythecium,0.5,0.5
1308,Mosses and Lichens,Bryoria,Bryoria,0.5,0.5
1308,Mosses and Lichens,Cladina,Cladina,0.5,0.5
1308,Mosses and Lichens,Cladonia,Cladonia,1.75,0.56
1308,Mosses and Lichens,Cynodontium,Cynodontium,0.5,0.5
1308,Mosses and Lichens,Dicranum,Dicranum,4.5,1.5
1308,Forbs and Graminoids,Diphasiastrum_complanatum,Diphasiastrum_complanatum,0.5,0.5
1308,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1308,Forbs and Graminoids,Goodyera_repens,Goodyera_repens,0.25,0.25
1308,Mosses and Lichens,Hedwigia,Hedwigia,0.5,0.5
1308,Mosses and Lichens,Hylocomium,Hylocomium,3,1.1
1308,Mosses and Lichens,Hypnum,Hypnum,0.5,0.5
1308,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
1308,Mosses and Lichens,Lecanora,Lecanora,0.5,0.5
1308,Forbs and Graminoids,Linnaea_borealis,Linnaea_borealis,1.75,0.56
1308,Forbs and Graminoids,Maianthemum_canadense,Maianthemum_canadense,0.01,0.01
1308,Mosses and Lichens,Melanelia,Melanelia,0.5,0.5
1308,Forbs and Graminoids,Orthilia_secunda,Orthilia_secunda,0.25,0.25
1308,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
1308,Mosses and Lichens,Parmeliopsis,Parmeliopsis,0.5,0.5
1308,Mosses and Lichens,Peltigera,Peltigera,1.5,0.41
1308,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,3,1.1
1308,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,0.25,0.25
1308,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,0.01,0.01
1308,Mosses and Lichens,Pleurozium,Pleurozium,11.5,2.44
1308,Mosses and Lichens,Pohlia,Pohlia,0.5,0.5
1308,Mosses and Lichens,Polytrichum,Polytrichum,0.75,0.75
1308,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,62.5,4.14
1308,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,3,1.1
1308,Seedling_Shrub,Prunus_pensylvanica,Prunus_pensylvanica#seed_shrb,0.5,0.5
1308,Mosses and Lichens,Ptilidium,Ptilidium,1,0.1
1308,Mosses and Lichens,Ptilium,Ptilium,0.5,0.5
1308,Forbs and Graminoids,Pyrola_chlorantha,Pyrola_chlorantha,0.5,0.5
1308,Seedling_Shrub,Ribes_glandulosum,Ribes_glandulosum#seed_shrb,0.5,0.5
1308,Seedling_Shrub,Rosa_acicularis,Rosa_acicularis#seed_shrb,0.01,0.01
1308,Mosses and Lichens,Sanionia,Sanionia,0.5,0.5
1308,Forbs and Graminoids,Spinulum_annotinum,Spinulum_annotinum,0.5,0.5
1308,Mosses and Lichens,Stereocaulon,Stereocaulon,0.25,0.25
1308,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1308,Mosses and Lichens,Usnea,Usnea,1.5,0.41
1308,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,0.5,0.5
1308,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,1.75,0.56
1308,Seedling_Shrub,Viburnum_edule,Viburnum_edule#seed_shrb,0.5,0.5
1309,Seedling_Shrub,Alnus_viridis,Alnus_viridis#seed_shrb,5,1.61
1309,Overstory_Tree,Betula_papyrifera,Betula_papyrifera#ostr_tree,0.5,0.5
1309,Mosses and Lichens,Bryoria,Bryoria,1,0.1
1309,Mosses and Lichens,Cladonia,Cladonia,4.75,1.56
1309,Mosses and Lichens,Dicranum,Dicranum,0.75,0.75
1309,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1309,Mosses and Lichens,Hylocomium,Hylocomium,5,1.61
1309,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
1309,Mosses and Lichens,Lecanora,Lecanora,1,0.1
1309,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
1309,Mosses and Lichens,Parmeliopsis,Parmeliopsis,0.5,0.5
1309,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,19.25,2.96
1309,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,20,3
1309,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,24,3.18
1309,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,20,3
1309,Mosses and Lichens,Pleurozium,Pleurozium,50,3.91
1309,Mosses and Lichens,Polytrichum,Polytrichum,1.5,0.41
1309,Mosses and Lichens,Ptilidium,Ptilidium,0.5,0.5
1309,Mosses and Lichens,Ptilium,Ptilium,0.25,0.25
1309,Forbs and Graminoids,Pyrola_asarifolia,Pyrola_asarifolia,0.5,0.5
1309,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,10,2.3
1309,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1309,Mosses and Lichens,Usnea,Usnea,1.5,0.41
1309,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,0.25,0.25
1309,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,1.75,0.56
1309,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
1310,Mosses and Lichens,Amandinea,Amandinea,0.5,0.5
1310,Mosses and Lichens,Aulacomnium,Aulacomnium,0.5,0.5
1310,Mosses and Lichens,Biatora,Biatora,0.25,0.25
1310,Mosses and Lichens,Bryoria,Bryoria,2,0.69
1310,Mosses and Lichens,Cetraria,Cetraria,0.5,0.5
1310,Mosses and Lichens,Cladina,Cladina,7.5,2.01
1310,Mosses and Lichens,Cladonia,Cladonia,9.25,2.22
1310,Mosses and Lichens,Cynodontium,Cynodontium,0.5,0.5
1310,Mosses and Lichens,Dicranum,Dicranum,2.5,0.92
1310,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1310,Mosses and Lichens,Flavocetraria,Flavocetraria,0.5,0.5
1310,Mosses and Lichens,Hylocomium,Hylocomium,0.5,0.5
1310,Mosses and Lichens,Hypogymnia,Hypogymnia,1,0.1
1310,Mosses and Lichens,Lecanora,Lecanora,2,0.69
1310,Mosses and Lichens,Melanelia,Melanelia,0.5,0.5
1310,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
1310,Mosses and Lichens,Parmeliopsis,Parmeliopsis,1,0.1
1310,Mosses and Lichens,Peltigera,Peltigera,1.5,0.41
1310,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,37.5,3.62
1310,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,0.25,0.25
1310,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,37.5,3.62
1310,Mosses and Lichens,Pleurozium,Pleurozium,43.75,3.78
1310,Mosses and Lichens,Pohlia,Pohlia,0.5,0.5
1310,Mosses and Lichens,Polytrichum,Polytrichum,2.75,1.01
1310,Mosses and Lichens,Ptilidium,Ptilidium,1,0.1
1310,Mosses and Lichens,Ptilium,Ptilium,0.5,0.5
1310,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,3,1.1
1310,Mosses and Lichens,Stereocaulon,Stereocaulon,0.75,0.75
1310,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1310,Mosses and Lichens,Umbilicaria,Umbilicaria,0.5,0.5
1310,Mosses and Lichens,Usnea,Usnea,1,0.1
1310,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,0.5,0.5
1310,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
1312,Seedling_Shrub,Arctostaphylos_uva-ursi,Arctostaphylos_uva-ursi#seed_shrb,5.25,1.66
1312,Overstory_Tree,Betula_papyrifera,Betula_papyrifera#ostr_tree,37.5,3.62
1312,Sapling_Shrub,Betula_papyrifera,Betula_papyrifera#sapl_shrb,10,2.3
1312,Mosses and Lichens,Brachythecium,Brachythecium,0.5,0.5
1312,Mosses and Lichens,Bryoria,Bryoria,1,0.1
1312,Mosses and Lichens,Bryum,Bryum,0.5,0.5
1312,Mosses and Lichens,Caloplaca,Caloplaca,1,0.1
1312,Mosses and Lichens,Candelaria,Candelaria,0.5,0.5
1312,Mosses and Lichens,Cladina,Cladina,14.75,2.69
1312,Mosses and Lichens,Cladonia,Cladonia,0.5,0.5
1312,Mosses and Lichens,Dicranum,Dicranum,2.25,0.81
1312,Forbs and Graminoids,Diphasiastrum_complanatum,Diphasiastrum_complanatum,1.5,0.41
1312,Mosses and Lichens,Eurhynchium,Eurhynchium,0.5,0.5
1312,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1312,Forbs and Graminoids,Geocaulon_lividum,Geocaulon_lividum,3,1.1
1312,Mosses and Lichens,Hylocomium,Hylocomium,1.5,0.41
1312,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
1312,Mosses and Lichens,Melanelia,Melanelia,1,0.1
1312,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
1312,Mosses and Lichens,Peltigera,Peltigera,0.5,0.5
1312,Mosses and Lichens,Phaeophyscia,Phaeophyscia,0.5,0.5
1312,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,20,3
1312,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,3,1.1
1312,Mosses and Lichens,Pleurozium,Pleurozium,5.25,1.66
1312,Mosses and Lichens,Polytrichum,Polytrichum,1,0.1
1312,Overstory_Tree,Populus_tremuloides,Populus_tremuloides#ostr_tree,62.5,4.14
1312,Seedling_Shrub,Populus_tremuloides,Populus_tremuloides#seed_shrb,0.25,0.25
1312,Mosses and Lichens,Ptilidium,Ptilidium,1,0.1
1312,Mosses and Lichens,Ptilium,Ptilium,1.5,0.41
1312,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,5,1.61
1312,Forbs and Graminoids,Spinulum_annotinum,Spinulum_annotinum,0.5,0.5
1312,Mosses and Lichens,Tomentypnum,Tomentypnum,0.5,0.5
1312,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1312,Mosses and Lichens,Usnea,Usnea,1,0.1
1312,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,10,2.3
1312,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,31.5,3.45
1312,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
1313,Sapling_Shrub,Alnus_viridis,Alnus_viridis#sapl_shrb,3,1.1
1313,Seedling_Shrub,Alnus_viridis,Alnus_viridis#seed_shrb,1.5,0.41
1313,Mosses and Lichens,Bryoria,Bryoria,1.5,0.41
1313,Mosses and Lichens,Candelariella,Candelariella,0.5,0.5
1313,Mosses and Lichens,Cladina,Cladina,20.25,3.01
1313,Mosses and Lichens,Cladonia,Cladonia,0.5,0.5
1313,Mosses and Lichens,Dicranum,Dicranum,1,0.1
1313,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1313,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
1313,Mosses and Lichens,Peltigera,Peltigera,0.5,0.5
1313,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,3,1.1
1313,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,20,3
1313,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,0.25,0.25
1313,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,1,1
1313,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,0.5,0.5
1313,Mosses and Lichens,Pleurozium,Pleurozium,20.25,3.01
1313,Mosses and Lichens,Polytrichum,Polytrichum,1.5,0.41
1313,Sapling_Shrub,Populus_tremuloides,Populus_tremuloides#sapl_shrb,0.01,0.01
1313,Mosses and Lichens,Ptilidium,Ptilidium,0.5,0.5
1313,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,0.5,0.5
1313,Mosses and Lichens,Stereocaulon,Stereocaulon,0.5,0.5
1313,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1313,Mosses and Lichens,Usnea,Usnea,0.5,0.5
1313,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,28.75,3.36
1313,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,19,2.94
1315,Mosses and Lichens,Bryoria,Bryoria,1,0.1
1315,Mosses and Lichens,Cladina,Cladina,20.5,3.02
1315,Mosses and Lichens,Cladonia,Cladonia,0.5,0.5
1315,Mosses and Lichens,Dicranum,Dicranum,2,0.69
1315,Mosses and Lichens,Evernia,Evernia,0.5,0.5
1315,Mosses and Lichens,Hylocomium,Hylocomium,0.5,0.5
1315,Mosses and Lichens,Hypogymnia,Hypogymnia,0.5,0.5
1315,Mosses and Lichens,Lecanora,Lecanora,0.5,0.5
1315,Mosses and Lichens,Parmelia,Parmelia,0.5,0.5
1315,Mosses and Lichens,Parmeliopsis,Parmeliopsis,0.5,0.5
1315,Overstory_Tree,Picea_mariana,Picea_mariana#ostr_tree,5.91,1.78
1315,Sapling_Shrub,Picea_mariana,Picea_mariana#sapl_shrb,37.5,3.62
1315,Seedling_Shrub,Picea_mariana,Picea_mariana#seed_shrb,5,1.61
1315,Overstory_Tree,Pinus_banksiana,Pinus_banksiana#ostr_tree,10,2.3
1315,Sapling_Shrub,Pinus_banksiana,Pinus_banksiana#sapl_shrb,20,3
1315,Mosses and Lichens,Pleurozium,Pleurozium,87.5,4.47
1315,Mosses and Lichens,Pohlia,Pohlia,0.5,0.5
1315,Mosses and Lichens,Polytrichum,Polytrichum,1.5,0.41
1315,Mosses and Lichens,Ptilidium,Ptilidium,0.5,0.5
1315,Mosses and Lichens,Ptilium,Ptilium,23.75,3.17
1315,Seedling_Shrub,Rhododendron_groenlandicum,Rhododendron_groenlandicum#seed_shrb,0.5,0.5
1315,Mosses and Lichens,Tuckermannopsis,Tuckermannopsis,0.5,0.5
1315,Mosses and Lichens,Usnea,Usnea,2,0.69
1315,Seedling_Shrub,Vaccinium_myrtilloides,Vaccinium_myrtilloides#seed_shrb,0.5,0.5
1315,Seedling_Shrub,Vaccinium_vitis-idaea,Vaccinium_vitis-idaea#seed_shrb,3,1.1
1315,Mosses and Lichens,Vulpicida,Vulpicida,0.5,0.5
1316,Sapling_Shrub,Betula_papyrifera,Betula_papyrifera#sapl_shrb,3,1.1
1316,Mosses and Lichens,Bryoria,Bryoria,1.5,0.41
1316,Mosses and Lichens,Ceratodon,Ceratodon,0.5,0.5
1316,Mosses and Lichens,Cladina,Cladina,3,1.1
1316,Mosses and Lichens,Cladonia,Cladonia,0.5,0.5
1316,Mosses and Lichens,Dicranum,Dicranum,1,0.1
