province,plant_community_code,plant_community_name_scientific,plant_community_name_common,successional_state,analysis_name,avg_cover_percent,avg_nlog_cover_percent,constancy_percent,prominence_value,nlog_prominence_value
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Elymus_lanceolatus,24.05,3.03,76.8,21.08,5.35
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Festuca_campestris,11.3,2.16,79.3,10.06,4.61
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Festuca_idahoensis,5.28,1.29,24.4,2.61,3.26
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Helictochloa_hookeri,1.4,0.39,24.4,0.69,0.1
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Hesperostipa_curtiseta,6.89,1.63,72,5.85,4.07
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Juniperus_horizontalis,9.81,2.04,25.6,4.96,3.9
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Koeleria_macrantha,10.66,2.16,100,10.66,4.67
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Muhlenbergia_cuspidata,1.5,0.43,22,0.7,0.1
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Nassella_viridula,9.9,1.96,81.7,8.94,4.49
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Pascopyrum_smithii,10.47,1.7,41.5,6.74,4.21
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Poa_pratensis,5.69,1.44,45.1,3.82,3.64
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Rosa_arkansana,2.6,0.78,51.2,1.86,2.92
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Symphoricarpos_occidentalis,4.76,1.35,45.1,3.2,3.46
Alberta,FFA25,Agropyron dasystachyum and Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Grazing succession,Vicia_americana,1.58,0.45,43.9,1.05,2.35
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Artemisia_frigida,3.44,1.02,88.9,3.24,3.48
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Bromus_inermis,31.33,3.38,100,31.33,5.75
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Carex,1.33,0.43,33.3,0.77,0.1
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Carex_duriuscula,1.5,0.51,22.2,0.71,0.1
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Elymus_lanceolatus,16.54,2.69,77.8,14.59,4.98
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Hesperostipa_curtiseta,2.75,0.9,22.2,1.3,2.56
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Koeleria_macrantha,8.63,1.67,88.9,8.13,4.4
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Nassella_viridula,16.44,2.38,88.9,15.5,5.04
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Pascopyrum_smithii,14.75,2.46,44.4,9.83,4.59
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Poa_pratensis,9.83,1.87,66.7,8.03,4.39
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Rosa_arkansana,5,1.14,44.4,3.33,3.51
Alberta,FFA26,Bromus inermis - Agropyron dasystachyum and Agropyron smithii,Smooth Brome - Northern and Western Wheat Grass,Grazing succession,Vicia_americana,0.75,0.1,44.4,0.5,0.1
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Artemisia_frigida,8.38,1.88,80,7.49,4.32
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Artemisia_ludoviciana,1.33,0.31,30,0.73,0.1
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Bouteloua_gracilis,3,0.94,30,1.64,2.8
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Calamagrostis_montanensis,1.33,0.37,30,0.73,0.1
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Carex_duriuscula,1.5,0.4,60,1.16,2.45
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Carex_filifolia,5.44,1.51,80,4.86,3.88
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Carex_pensylvanica,2.4,0.75,50,1.7,2.83
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Elymus_lanceolatus,20.2,2.86,100,20.2,5.31
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Festuca_campestris,13.3,2.42,50,9.4,4.54
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Hesperostipa_comata,9.25,1.77,40,5.85,4.07
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Hesperostipa_curtiseta,11.29,2.16,70,9.44,4.55
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Koeleria_macrantha,6.6,1.51,100,6.6,4.19
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Muhlenbergia_cuspidata,2.5,0.9,30,1.37,2.62
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Nassella_viridula,11.39,2.29,90,10.8,4.68
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Pascopyrum_smithii,3,0.74,30,1.64,2.8
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Poa_pratensis,5.6,1.41,50,3.96,3.68
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Rosa_arkansana,3,0.91,80,2.68,3.29
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Symphoricarpos_occidentalis,5.36,1.49,70,4.48,3.8
Alberta,FFA27,Agropyron dasystachyum-Agropyron smithii - Stipa viridula,Northern and Western Wheat Grass - Green Needle Grass,Reference plant community,Vicia_americana,0.78,0.18,40,0.49,0.1
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Artemisia_frigida,11.5,2.38,100,11.5,4.74
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Astragalus_flexuosus,2,0.69,33.3,1.15,2.45
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Carex_duriuscula,8.33,1.87,100,8.33,4.42
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Carex_filifolia,2.5,0.9,66.7,2.04,3.02
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Elymus_lanceolatus,6.33,1.65,100,6.33,4.15
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Elymus_trachycaulus,4,1.39,33.3,2.31,3.14
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Festuca_campestris,3.5,1.25,33.3,2.02,3.01
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Festuca_idahoensis,8.5,2.14,33.3,4.91,3.89
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Hesperostipa_curtiseta,0.5,0.1,66.7,0.41,0.1
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Koeleria_macrantha,11.33,2.36,100,11.33,4.73
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Krascheninnikovia_lanata,1.5,0.41,33.3,0.87,0.1
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Nassella_viridula,37.17,3.6,100,37.17,5.92
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Oxytropis_campestris,0.5,0.1,33.3,0.29,0.1
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Pascopyrum_smithii,3.5,1.25,66.7,2.86,3.35
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Rosa_arkansana,1.67,0.48,100,1.67,2.81
Alberta,FFA28,Stipa viridula - Artemisia frigida,Green Needle Grass - Fringed Sage,Grazing succession,Vicia_americana,0.5,0.1,66.7,0.41,0.1
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Artemisia_frigida,5.89,1.56,90.5,5.6,4.03
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Bouteloua_gracilis,3.25,0.63,28.6,1.74,2.85
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Bromus_inermis,5.39,1.47,28.6,2.88,3.36
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Calamagrostis_montanensis,1.25,0.27,28.6,0.67,0.1
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Carex_duriuscula,1.7,0.41,47.6,1.17,2.46
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Carex_filifolia,3.29,0.88,57.1,2.49,3.21
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Carex_pensylvanica,1.33,0.37,28.6,0.71,0.1
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Elymus_lanceolatus,23.12,2.78,90.5,22,5.39
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Festuca_campestris,13.38,2.33,81,12.04,4.79
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Helictochloa_hookeri,2.7,0.74,23.8,1.32,2.58
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Hesperostipa_curtiseta,6.52,1.7,66.7,5.33,3.98
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Juniperus_horizontalis,10.08,2.13,28.6,5.39,3.99
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Koeleria_macrantha,11.9,2.31,95.2,11.61,4.75
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Nassella_viridula,10.92,2.12,85.7,10.11,4.62
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Pascopyrum_smithii,9.18,1.83,66.7,7.49,4.32
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Poa_pratensis,8.82,1.58,52.4,6.38,4.16
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Rosa_arkansana,3.44,0.97,42.9,2.25,3.11
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Symphoricarpos_occidentalis,4.27,1.17,52.4,3.09,3.43
Alberta,FFA29,Agropyron dasystachyum - Agropyron smithii - Festuca campestris,Northern and Western Wheat Grass - Foothills Rough Fescue,Reference plant community,Vicia_americana,1.46,0.41,61.9,1.15,2.44
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Artemisia_frigida,14.36,2.64,100,14.36,4.97
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Carex,7.54,1.95,100,7.54,4.32
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Carex_filifolia,1.25,0.4,40,0.79,0.1
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Cirsium_vulgare,1,0.1,40,0.63,0.1
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Elymus_lanceolatus,9.2,2.05,100,9.2,4.52
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Festuca_campestris,16.22,2.67,100,16.22,5.09
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Festuca_idahoensis,13.36,2.52,100,13.36,4.89
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Geum_triflorum,2.15,0.72,40,1.36,2.61
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Hesperostipa_curtiseta,11.5,2.22,100,11.5,4.74
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Koeleria_macrantha,8.28,1.87,100,8.28,4.42
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Poa_cusickii,2.47,0.71,60,1.91,2.95
Alberta,FFA3,Festuca campestris - Artemisia frigida - Festuca idahoensis,Foothills Rough Fescue - Pasture Sagewort - Idaho Fescue,Grazing succession,Poa_secunda,3.07,0.84,60,2.38,3.17
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Artemisia_frigida,13.32,2.29,100,13.32,4.89
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Carex,17.57,2.82,100,17.57,5.17
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Danthonia_intermedia,1.9,0.57,33.3,1.1,2.4
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Dasiphora_fruticosa,0.1,0.1,50,0.07,0.1
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Elymus_lanceolatus,9.57,2.16,100,9.57,4.56
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Eriocoma_nelsonii,0.63,0.1,50,0.45,0.1
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Festuca_campestris,7.48,1.99,83.3,6.83,4.22
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Festuca_idahoensis,5.56,1.48,83.3,5.08,3.93
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Hesperostipa_curtiseta,4.72,1.38,83.3,4.31,3.76
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Juncus_balticus,1.7,0.47,66.7,1.39,2.63
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Juniperus_horizontalis,0.1,0.1,33.3,0.06,0.1
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Koeleria_macrantha,9.3,2.08,100,9.3,4.53
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Muhlenbergia_richardsonis,1,0.1,33.3,0.58,0.1
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Poa_cusickii,4.98,1.27,83.3,4.55,3.82
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Poa_pratensis,13.62,2.49,83.3,12.43,4.82
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Poa_secunda,4.93,1.58,50,3.49,3.55
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Symphoricarpos_occidentalis,3.3,0.99,33.3,1.91,2.95
Alberta,FFA4,Carex spp. - Artemisia frigida - Poa pratensis,Sedge - Pasture Sagewort - Kentucky Bluegrass,Grazing succession,Taraxacum_officinale,3.33,1.02,50,2.36,3.16
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Achillea_millefolium,0.69,0.1,78.9,0.62,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Agoseris_glauca,0.68,0.12,68.4,0.56,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Amelanchier_alnifolia,0.97,0.32,31.6,0.54,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Anaphalis_margaritacea,0.54,0.14,42.1,0.35,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Anemone_multifida,0.85,0.16,89.5,0.8,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Artemisia_frigida,0.54,0.1,57.9,0.41,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Artemisia_ludoviciana,0.5,0.1,21.1,0.23,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Astragalus_agrestis,0.52,0.14,47.4,0.36,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Bromus_pumpellianus,1.99,0.61,84.2,1.83,2.91
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Calamagrostis_montanensis,0.54,0.1,26.3,0.28,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Campanula_rotundifolia,0.43,0.1,84.2,0.4,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Carex,1.82,0.54,94.7,1.77,2.87
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Castilleja_miniata,0.3,0.1,21.1,0.14,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Cerastium_arvense,0.52,0.1,78.9,0.46,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Cirsium_arvense,4.2,1.34,57.9,3.2,3.46
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Comandra_umbellata,0.26,0.1,26.3,0.13,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Danthonia_parryi,18.01,2.85,100,18.01,5.19
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Dasiphora_fruticosa,3.21,0.98,94.7,3.13,3.44
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Elymus_lanceolatus,2.2,0.7,47.4,1.51,2.72
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Elymus_trachycaulus,3.72,1.12,94.7,3.62,3.59
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Erigeron_caespitosus,0.58,0.11,31.6,0.33,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Eriocoma_nelsonii,1.58,0.5,31.6,0.89,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Festuca_campestris,35.1,3.53,100,35.1,5.86
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Festuca_idahoensis,3.06,0.91,94.7,2.98,3.39
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Fragaria_virginiana,0.33,0.12,47.4,0.23,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Gaillardia_aristata,0.53,0.1,63.2,0.42,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Galium_boreale,2.62,0.91,94.7,2.55,3.24
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Geum_triflorum,1.72,0.5,63.2,1.36,2.61
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Hedysarum_alpinum,1,0.26,47.4,0.69,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Helictochloa_hookeri,0.75,0.2,57.9,0.57,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Hesperostipa_curtiseta,3.33,0.83,63.2,2.64,3.27
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Heuchera_richardsonii,0.75,0.24,21.1,0.34,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Koeleria_macrantha,2.32,0.68,68.4,1.92,2.96
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Lathyrus_ochroleucus,0.68,0.16,47.4,0.47,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Lupinus_sericeus,3.6,1.1,84.2,3.3,3.5
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Maianthemum_stellatum,1.29,0.4,42.1,0.84,0.1
